NUCLEOPLASM	XRCC6	1063.1	1406.6	1624.8	888.4	972.9	1221.3	1134.4	972.7	1270.3	1030.3	1281.5	1097.4	1095.2	1794.6	1415.3	1140.5	967.7	888.7	1095.8	1133
NUCLEOPLASM	MED23	17.45	-0.875	3.125	3.425	13.95	9.575	18.925	10.05	7.525	17.2	0.25	3.25	3.725	4.675	19.15	27.475	13.125	23.15	9.025	13.9
NUCLEOPLASM	INTS2	-1.2	6.6	-6.9	3.9	4.6	5.7	3.4	6.2	8.3	-2.6	-16.9	8.6	2.7	-0.7	-2	3.4	7.8	14	9.6	-11.1
NUCLEOPLASM	MED22	143.6333333	267.9	176.6	285.9333333	123.5	181.7666667	160.0666667	148	182.4	235.6333333	331.7333333	248.7	397.4333333	350.2	236.1333333	212.7666667	310.0666667	157.6	220.8333333	283.5
NUCLEOPLASM	ZNF638	440.6	256.1	200.1	498.6	556.5	525	595.4	665.7	404	513.5	498.6	531.5	397.5	409.8	455.4	592.3	385.1	834.2	541.7	569.9
NUCLEOPLASM	INTS3	781	920	1009.9	827.1	855.5	896.2	835	823.1	983.2	1007	581.9	726.9	809.3	701.8	798	895.8	728.8	817.9	825.8	798.6
NUCLEOPLASM	MED21	26.5	8.2	2.6	43	22.5	24.6	34.1	37.3	20.6	133.2	6.3	40.9	1.8	43.5	197.9	170.1	176.9	193.4	220.2	10.9
NUCLEOPLASM	ISG20	37.3	86	66.3	54.2	23.9	27.6	26.5	32.4	49.8	33.1	314.2	134	93.1	99.9	183.8	18.9	116.1	185.3	65.3	116.3
NUCLEOPLASM	INTS9	91.1	153.4	102.9	125.4	63.9	81.9	88.9	112.3	128.2	92.9	99.9	120	152.8	152.2	99.9	81.1	152.4	102.8	120.8	117.1
NUCLEOPLASM	INTS8	77.2	31.2	31.1	51.9	74.5	53.5	62.9	79	53.6	39.3	57	42	46.2	41.9	34.5	58.2	36.3	103.6	53.8	50.1
NUCLEOPLASM	EPC1	44.8	32.5	4.7	17.9	23	45.4	25.8	22.4	21	13.8	31.9	25.1	25.1	23.3	15.8	31.4	21.3	27.6	30	24.9
NUCLEOPLASM	INTS5	38.36666667	77.86666667	91.03333333	42.23333333	45.6	50.73333333	40.2	41.3	72.96666667	49.4	58.53333333	38.13333333	46.1	42.26666667	56.46666667	52.1	41.63333333	39	52.26666667	52.23333333
NUCLEOPLASM	INTS4	16.1	21.1	5	1.3	9.6	12.1	6.6	9.2	10.3	7.2	20.4	13.5	8	-4.9	3.5	6.2	14.4	17.9	13.7	0.7
NUCLEOPLASM	MED26	7.5	12.9	0.8	3.7	-0.1	5.2	2.6	6.8	-1	-1.2	8.1	11.8	12	-24.7	1.4	-5	6.6	3.8	1.9	-13.8
NUCLEOPLASM	INTS7	261.6	628.3	230.9	840.6	335.7	327.3	258.6	668.1	589.4	683	1055.1	917.5	2525.9	1067.8	1181.7	1071.7	2858.5	728	1313.7	1803.6
NUCLEOPLASM	FOXF1	32.6	19.4	21.4	42.3	18.8	6.6	9	25.1	40.2	16.6	102.6	60.6	15.2	-0.5	11.8	10.2	69.5	37.6	1.2	46.2
NUCLEOPLASM	INTS6	35.2	50.4	15.9	32.7	27.3	32	35.1	40	25.5	18.2	38.9	20.3	35.2	7.4	12.8	22	8.9	31.8	34	31.7
NUCLEOPLASM	FOXF2	63.4	29.4	16.5	50.7	62.8	51.8	75.4	57.6	40.5	44.6	149.3	172.9	101.3	40.6	26.9	56.8	96.2	128.2	51.7	62.6
NUCLEOPLASM	U2AF1	1180.7	1411.1	1039.2	1395.3	856.4	1189.9	936.3	1096.3	1310.1	1267.9	2599.2	1536.3	1724.9	1718.1	1129.4	1105.7	1551	1316	1505.6	2381.9
NUCLEOPLASM	GIT2	17.6	5.966666667	8.366666667	10.66666667	16.33333333	14.73333333	17.63333333	14.53333333	9.233333333	13.73333333	20.6	20.83333333	10.13333333	35.46666667	18.73333333	14.7	15.2	18.86666667	13.43333333	12.73333333
NUCLEOPLASM	PITX2	4.55	9.975	1.45	0.825	1.55	3.925	-0.45	1.775	0.55	4.5	-6.25	5.4	2.975	4.5	-0.85	0.85	1.425	0.45	1.55	-0.9
NUCLEOPLASM	IKBKAP	299.1	171.7	168.1	170.2	339.7	284.3	341.8	291.8	169.8	148.8	104.3	233.1	132.8	137.3	261.9	264.9	156.4	378.4	214.6	126.7
NUCLEOPLASM	MCRS1	372.2	755.5	713.1	761.5	419.4	487.6	466.2	496.6	638.1	542.2	687.5	493.9	669.6	620.4	519.9	405.2	743.8	412.2	462.4	596.1
NUCLEOPLASM	POLI	-9.2	-37.8	-10.7	-13.7	-6.4	-7.8	-6.8	-8.5	-17.8	-9.6	-36.2	-18.9	-48.4	-21.9	-6.6	-9.2	-13.7	4.1	-3.9	-16.7
NUCLEOPLASM	POLH	168.4	474.7	137.4	528.3	199.5	245.1	164.7	426.1	377.6	453	865.1	477	1854.6	759.5	847.2	747.7	2006.1	539.8	919.7	1454.3
NUCLEOPLASM	PTBP1	982.6	2290.6	1356.6	1805.4	693.1	970.9	708	1516.7	1374.3	1292	3316.3	2247.7	2996.1	2170.2	1331.7	964.7	2249.9	1374.8	1187.3	2112.2
NUCLEOPLASM	MED12	76.4	138.6	94.9	103.7	83.8	81.7	69.2	88.6	110.2	94.4	125.9	102.6	110.5	111	63	62.8	117	87.3	103.7	104.3
